cd_id,date,transit_delay_index
MN-01,2021-08-16,19.84
MN-01,2021-08-17,22.67
MN-01,2021-08-18,21.96
MN-01,2021-08-19,22.04
MN-01,2021-08-20,21.52
MN-01,2021-08-21,17.09
MN-01,2021-08-22,18.05
MN-01,2021-08-23,18.52
MN-01,2021-08-24,20.2
MN-01,2021-08-25,20.85
MN-01,2021-08-26,24.79
MN-01,2021-08-27,20.1
MN-01,2021-08-28,21.71
MN-01,2021-08-29,19.68
MN-01,2021-08-30,17.83
MN-01,2021-08-31,20.75
MN-01,2021-09-01,21.09
MN-01,2021-09-02,74.51
MN-01,2021-09-03,71.46
MN-01,2021-09-04,23.46
MN-01,2021-09-05,22.48
MN-01,2021-09-06,22.56
MN-01,2021-09-07,18.8
MN-01,2021-09-08,20.64
MN-01,2021-09-09,16.94
MN-01,2021-09-10,17.63
MN-01,2021-09-11,19.09
MN-01,2021-09-12,19.94
MN-01,2021-09-13,18.12
MN-01,2021-09-14,18.19
MN-01,2021-09-15,18.97
MN-01,2021-09-16,21.72
MN-01,2021-09-17,24.61
MN-01,2021-09-18,24.25
MN-01,2021-09-19,23.94
MN-01,2021-09-20,22.29
MN-01,2021-09-21,19.35
MN-01,2021-09-22,24.88
MN-01,2021-09-23,20.46
MN-01,2021-09-24,24.98
MN-01,2021-09-25,22.45
MN-01,2021-09-26,19.14
MN-01,2021-09-27,18.87
MN-01,2021-09-28,22.91
MN-01,2021-09-29,25.45
MN-01,2021-09-30,22.39
MN-01,2021-10-01,19.46
MN-01,2021-10-02,21.29
MN-01,2021-10-03,19.48
MN-01,2021-10-04,20.94
MN-01,2021-10-05,23.04
MN-01,2021-10-06,18.78
MN-01,2021-10-07,19.94
MN-01,2021-10-08,19.28
MN-01,2021-10-09,18.77
MN-01,2021-10-10,19.52
MN-01,2021-10-11,21.73
MN-01,2021-10-12,18.41
MN-01,2021-10-13,20.01
MN-01,2021-10-14,21.69
MN-01,2021-10-15,21.24
MN-01,2021-10-16,22.23
MN-01,2021-10-17,16.91
MN-01,2021-10-18,19.17
MN-01,2021-10-19,15.42
MN-01,2021-10-20,18.97
MN-01,2021-10-21,21.12
MN-01,2021-10-22,21.39
MN-01,2021-10-23,22.39
MN-01,2021-10-24,19.04
MN-01,2021-10-25,19.22
MN-01,2021-10-26,17.86
MN-01,2021-10-27,17.1
MN-01,2021-10-28,20.53
MN-01,2021-10-29,14.87
MN-01,2021-10-30,18.91
MN-01,2021-10-31,22.29
MN-01,2021-11-01,22.34
MN-01,2021-11-02,20.03
MN-01,2021-11-03,22.05
MN-01,2021-11-04,17.75
MN-01,2021-11-05,15.9
MN-01,2021-11-06,17.57
MN-01,2021-11-07,16.04
MN-01,2021-11-08,16.27
MN-01,2021-11-09,16.6
MN-01,2021-11-10,15.87
MN-01,2021-11-11,18.62
MN-01,2021-11-12,16.56
MN-01,2021-11-13,18.67
MN-01,2021-11-14,21.91
MN-01,2021-11-15,20.36
MN-01,2021-11-16,17.16
MN-01,2021-11-17,21.15
MN-01,2021-11-18,17.57
MN-01,2021-11-19,22.19
MN-01,2021-11-20,17.69
MN-01,2021-11-21,18.84
MN-01,2021-11-22,18.33
MN-01,2021-11-23,17.67
MN-01,2021-11-24,19.47
MN-01,2021-11-25,23.06
MN-01,2021-11-26,25.82
MN-01,2021-11-27,21.16
MN-01,2021-11-28,21.77
MN-01,2021-11-29,20.21
MN-01,2021-11-30,18.34
MN-01,2021-12-01,17.34
MN-01,2021-12-02,15.34
MN-01,2021-12-03,17.21
MN-01,2021-12-04,19.93
MN-01,2021-12-05,17.53
MN-01,2021-12-06,15.75
MN-01,2021-12-07,14.92
MN-01,2021-12-08,16.49
MN-01,2021-12-09,18.13
MN-01,2021-12-10,15.94
MN-01,2021-12-11,12.92
MN-01,2021-12-12,16.6
MN-01,2021-12-13,15.92
MN-01,2021-12-14,15.11
MN-01,2021-12-15,11.88
MN-01,2021-12-16,18.35
MN-01,2021-12-17,20.26
MN-01,2021-12-18,20.28
MN-01,2021-12-19,19.39
MN-01,2021-12-20,19.28
MN-01,2021-12-21,18.78
MN-01,2021-12-22,17.01
MN-01,2021-12-23,13.64
MN-01,2021-12-24,14.42
MN-01,2021-12-25,26.95
MN-01,2021-12-26,17.18
MN-01,2021-12-27,18.64
MN-01,2021-12-28,16.75
MN-01,2021-12-29,18.32
MN-01,2021-12-30,18.73
MN-01,2021-12-31,17.98
MN-01,2022-01-01,17.23
MN-01,2022-01-02,19.18
MN-01,2022-01-03,16.52
MN-01,2022-01-04,13.74
MN-01,2022-01-05,11.44
MN-01,2022-01-06,13.41
MN-01,2022-01-07,12.41
MN-01,2022-01-08,15.74
MN-01,2022-01-09,16.08
MN-01,2022-01-10,16.03
MN-01,2022-01-11,16.96
MN-01,2022-01-12,16.03
MN-01,2022-01-13,17.68
MN-01,2022-01-14,16.68
MN-01,2022-01-15,15.56
MN-01,2022-01-16,14.29
MN-01,2022-01-17,16.64
MN-01,2022-01-18,14.24
MN-01,2022-01-19,14.49
MN-01,2022-01-20,19.63
MN-01,2022-01-21,12.23
MN-01,2022-01-22,13.95
MN-01,2022-01-23,10.62
MN-01,2022-01-24,16.26
MN-01,2022-01-25,12.06
MN-01,2022-01-26,19.62
MN-01,2022-01-27,13.66
MN-01,2022-01-28,15.57
MN-01,2022-01-29,59.34
MN-01,2022-01-30,14.03
MN-01,2022-01-31,15.1
MN-01,2022-02-01,15.98
MN-01,2022-02-02,17.16
MN-01,2022-02-03,16.14
MN-01,2022-02-04,13.94
MN-01,2022-02-05,11.87
MN-01,2022-02-06,13.06
MN-01,2022-02-07,14.03
MN-01,2022-02-08,14.54
MN-01,2022-02-09,11.75
MN-01,2022-02-10,12.81
MN-01,2022-02-11,15.17
MN-01,2022-02-12,14.15
MN-01,2022-02-13,14.0
MN-01,2022-02-14,18.1
MN-01,2022-02-15,15.16
MN-01,2022-02-16,18.37
MN-01,2022-02-17,16.11
MN-01,2022-02-18,15.36
MN-01,2022-02-19,13.64
MN-01,2022-02-20,14.4
MN-01,2022-02-21,21.57
MN-01,2022-02-22,16.51
MN-01,2022-02-23,17.08
MN-01,2022-02-24,16.46
MN-01,2022-02-25,17.22
MN-01,2022-02-26,14.02
MN-01,2022-02-27,13.13
MN-01,2022-02-28,11.91
MN-01,2022-03-01,14.34
MN-01,2022-03-02,14.69
MN-01,2022-03-03,16.43
MN-01,2022-03-04,14.33
MN-01,2022-03-05,20.4
MN-01,2022-03-06,12.67
MN-01,2022-03-07,13.68
MN-01,2022-03-08,21.96
MN-01,2022-03-09,13.78
MN-01,2022-03-10,15.23
MN-01,2022-03-11,16.17
MN-01,2022-03-12,16.14
MN-01,2022-03-13,17.79
MN-01,2022-03-14,18.74
MN-01,2022-03-15,18.9
MN-01,2022-03-16,16.73
MN-01,2022-03-17,13.99
MN-01,2022-03-18,12.4
MN-01,2022-03-19,21.43
MN-01,2022-03-20,15.03
MN-01,2022-03-21,15.37
MN-01,2022-03-22,13.32
MN-01,2022-03-23,13.27
MN-01,2022-03-24,18.13
MN-01,2022-03-25,16.68
MN-01,2022-03-26,15.14
MN-01,2022-03-27,15.83
MN-01,2022-03-28,17.68
MN-01,2022-03-29,18.17
MN-01,2022-03-30,21.6
MN-01,2022-03-31,24.07
MN-01,2022-04-01,21.16
MN-01,2022-04-02,23.34
MN-01,2022-04-03,17.18
MN-01,2022-04-04,16.04
MN-01,2022-04-05,15.85
MN-01,2022-04-06,16.62
MN-01,2022-04-07,17.24
MN-01,2022-04-08,20.8
MN-01,2022-04-09,19.63
MN-01,2022-04-10,22.85
MN-01,2022-04-11,23.7
MN-01,2022-04-12,22.25
MN-01,2022-04-13,20.42
MN-01,2022-04-14,19.72
MN-01,2022-04-15,20.43
MN-01,2022-04-16,18.32
MN-01,2022-04-17,22.31
MN-01,2022-04-18,22.85
MN-01,2022-04-19,20.03
MN-01,2022-04-20,18.68
MN-01,2022-04-21,20.07
MN-01,2022-04-22,21.71
MN-01,2022-04-23,20.72
MN-01,2022-04-24,20.67
MN-01,2022-04-25,18.85
MN-01,2022-04-26,16.41
MN-01,2022-04-27,16.27
MN-01,2022-04-28,19.91
MN-01,2022-04-29,20.47
MN-01,2022-04-30,18.48
MN-01,2022-05-01,18.99
MN-01,2022-05-02,16.32
MN-01,2022-05-03,18.47
MN-01,2022-05-04,20.78
MN-01,2022-05-05,21.54
MN-01,2022-05-06,19.9
MN-01,2022-05-07,17.78
MN-01,2022-05-08,21.21
MN-01,2022-05-09,20.67
MN-01,2022-05-10,17.76
MN-01,2022-05-11,17.79
MN-01,2022-05-12,17.75
MN-01,2022-05-13,18.35
MN-01,2022-05-14,18.18
MN-01,2022-05-15,26.07
MN-01,2022-05-16,19.62
MN-01,2022-05-17,19.61
MN-01,2022-05-18,21.21
MN-01,2022-05-19,18.37
MN-01,2022-05-20,21.17
MN-01,2022-05-21,21.19
MN-01,2022-05-22,22.3
